Review_Text,Label
가격은 조금 있지만 한번쯤 먹어볼만한 백년짜장유니짜장과 중국식 짜장의 중간즈음에 있는 맛,4
똠얌꿍은 먹어본 곳 중 가장 시큼했고 팟타이도 적당했지만 불맛이 더 나게 세게 볶아주셨다면 좋았을 듯 근데 일반쌀국수 다른테이블에서 먹는거 넘 맛나보여서 담에 그거먹으러 갈거예요,4
보말칼국수 비추천,0
반세오반세오한적한 월요일 런치라 그런지 운 좋게 웨이팅 없이 착석현지 반세오보다 조금 더 두껍고 바삭바삭함,4
꺼억,4
고등언 당연 맛나지만 서비스 옥돔과 고등어탕이 진짜네요 만원에 이정도면 정말 최고입니다,4
시반 오픈은 개뿔 그리고 비쌈,0
쌀국수 주문하고 분 만에 나옴 당연히 면은 다 안 풀어지고 붙어있음,0
반듯이 먹어야 함,4
홀 주방 팀이 바껴서 달달했던 맛은 많이 사라진 것 같아요,4
가격 비싸고 맛은 없고 서비스는 안좋은 연희동에서 참 보기 드문 식당,0
나혼산 팜유 세미나편 보고 길가다가 홀린듯이 들어왔는데 너무 맛있게 먹고 갑니다 생각치못한 발견 곱창쌀국수 꼭 드세여,4
비싸지만 맛있음,4
지나가다가 테라스 자리가 예뻐서 저장해뒀다가 방문했어요 후기가 나빠서 걱정했는데 제가 시킨 건 맛있었어요  또 방문할게요,4
중국 현지에 여행온 것 같은 분위기에요,0
음식은 맛있음 근데 두 번 다시 안 감여자 직원 왜 이렇게 싸가지 없음음식 계속 탁탁 내려놓고 제일 기분 드러운건 계산하려고 나는 카드 두손으로 드리는데 지는 한손으로 낚아채듯 들고가고 돌려줄따에는 한손 검지 중지로 줌 드라마에 나오는 그 부자집 갑질할 때 그 손짓  일행들 다 동시에 개 정색함,0
닭갈비도 맛있고 직원분들도 친절하시다,4
진짜 마싯슴,4
여기를 줄서서 먹은 내자신이 매우 한심하다  맛있는녀석들이 맛집방송이냐 돼지 여물많이먹는 방송이지 냉동 동원이나 비비고같은게 더낫지 않을까 많이들 쳐드세요 맛나다맛나다 자기최면하면서,0
가성비 하나로 미는 매장 불친절의 끝판왕 일반적인 레스토랑 생각하고 오시면 안되요백종원은 골목상권 솔루션 그만두고 여기부터 솔루션해야 될 것 같은데 백종원도 여기오면 절레절레할 듯 합니다,0
좋은날 기념하려고 미리 예약하고 갔으나 웬 구석탱 좁은 테이블에 앉힘 옆 테이블이랑 합석한 줄 그리고 주문 실수 일어날 수 있는 일이죠 직원분들도 사람이니까요 근데 그 후 응대는 정말 엉망 실수도 인정안하고 제대로 된 사과도 없고 좋은날 기분 잡치실 분들은 여기 가시면 딱입니다 음식이 맛있느냐 그것도 아님 후기가 왜 좋은지 모르겠음 돈 아깝고 시간 아까움,0
평범 분위기와 맛 모두,0
최고시다 진짜,4
짬뽕 짜장면 찹쌀탕수육  먹었어요기대 안하고 들어갔는데 정말 맛있네요짜장면 면발이 엄청 쫄깃 쫄깃해요찹쌀탕수육도 쫄깃하고 튀김옷도 바삭하니 맛있어요,4
맛은 있습니다 깔끔하구요 근데 서비스가 영 아쉽네요 들어가서 명부 작성 후 착석하니 인 안된다고 하셔서 나가려고 했습니다 그러다 주방에 들어가시더니 된다고 하셔서 앉아서 식사를 하고 나가는데 아무런 말씀 없이 원을 결제하시네요 인은 안받는다고 말씀하시곤 결제할 때 되서 인은 만원이다 왜 그 가격인지 왜 미리 말씀안하신건지 여쭸더니 오셔봤던 사람인줄 알아서 말을 안해줬다네요 와봤던 사람이었으면 오지도 않았겠죠 아무튼 급히 식사하고 나갔는데 서비스 덕분에 기분 만원에 버리고 갑니다 고생하세요,0
너무 매워서 가족외식하러 갔다가 허탕,0
점심식사 동태탕 돼지고기김치찌개 미쳤다 가성비 미쳤다,4
너무 맛있어요 연어최고,4
절대 비추입니다밑반찬 다 맛없고 일단 본 요리도 넘 맛없어요 메뉴판 봤을때 나왔어야했는데이미 주문들어갔다해서 어쩔수 없이 기다림가고싶은곳들 다 웨이팅있고 다리아프신 부모님 더 걷기 힘드실까봐걍 들어온건데 부모님은 요리 못하고 솜씨도 없다며 욕하심흑흑 즐거운 추억속 오점이 남아서 아쉽네요,0
시로 예약을 하고갔음에도 자리 안내부터 어수선하더니 음식나오는것도 한참을 기다리다 물어봐야 그제서야 주방에서 가져다줌 기본세팅이라 생각하는 물도 주지않아서 얘기해야했고 그중 가장 실망한건 볶음밥이랑 삼선볶음밥을 주문했는데 내용물이 똑같았음 테이블에 내려놓으면서 육안으로 보니 똑같길래 물어봣고 삼선은 해삼이 들어가는데 비싸서 이제 안들어가고 오징어가 더많다더니 세어봤는데 오징어도 손톱만한거 한두점 들어있는 그냥 볶음밥개였음 이게 과연 좋은기억으로 남을지,0
맛 괜찮고 무난,0
알바인지 직원인지 손님 쳐다보고 자기들끼리 빨리 나가라고 하고 제공되는 식전빵 또 달라고 하니까 아예 접시 가져가버리고 일찍 먹고 나가는 테이블 보면서 따봉하고 직원 교육 좀 시키세요 손님에 대한 예의없는 식당 다신 안갑니다,0
짜고 불친절 절대 가지마셈 기분잡침,0
언제나 친절하셔서 좋아요 그리고 맛있어요,4
플레이팅 깔끔하구요 직원분들 서비스 훌륭합니다 공간도 예쁘고  그런데 음식은 보통입니다 가성비도 떨어지구요  아주 약간만 더 신경쓰시면 배는 더 좋아질 것 같습니다,0
보통 카츠집이랑 다른 독특한 맛이네요 대존맛 무족건 또 갈 것 같네요 남자 명이서 넘 맛있어서 정신빼고 물건 다놓고나왔는데 사장님께서 밖까지 나오셔서 가져다 주셨네요 넘모 감사해요,4
오픈한지 얼마 안되어서 깔끔하고 마제소바도 맛있었어요,4
쉐프님들이 정성스럽게 서빙해 주십니다 좋은 사람과 좋은 날에 식사 대접할 수 있어서 좋았어요 양갈비가 이렇게 맛있는 줄 몰랐어요,4
달고가격 겁나구 비쌈가성비는 떨어짐,0
짬봉국물이 미지근하고짬  왜 줄 서 있는 거에요,0
여경래세프가 한다던데 직접와서 맛은 보나 모르겠다 스타세프 이름값과 정자동 한복판에 좋은 뷰를 볼수있지만 여길오직 음식맛으로는 다시가기 싫은집이다 가격이나 착하면 모를까 드럽게 비싸요 언제가 한번은 주방에서 집어던지고 고성이오가고 그것도 낮 시 손님이 제일많은 시간대에 정말이지 음식이 제대로 나올까 불안해하며 기다린적도 있다결정적으로 음식맛이 나쁘지는 않지만 그렇다고 찾아가 먹기는 과한집이다,0
룸으로 되어 차분히 먹기 좋음한우도 질이 좋으나 서비스 하는 남자 직원 실수로 감점  중간중간 짠음식들이있음,0
식당이름만 보고 한 타이음식을 기대한 제 대가리를 깨고싶은 맛이었습니다 너무 달아서 먹을수가 없었습니다다른분들처럼 그냥 쌀국수나 먹을걸 그랬네요음식은  도 중요한데 혀에 강렬한 단맛과 닝닝한 아지노모토맛이 너무 남아서 식당에서 나오자마자 에스프레소드링크로 혀를 소독하는 중입니다,0
다른메뉴는 모르겠으니 제가 먹은건 별로네요쌀이 너무 질어서 죽같아요그냥 그저 그래요,0
맛은 있는데 너무 짜고 기름져서 그런지 다음날 배가 너무 아팠어요,0
이곳은 노동후에 먹어야 더 맛을 느낄수있습니다 농민순대 화이팅,4
갔는데 코로나때매 쉬어서 못먹,0
나는 부산사람이 아니다하지만 돼지국밥은 나에겐 소울푸드잡스런 잔재주 안피우고 돼지 본연의 맛잡내 하나없이 깨끗하게 해서 입에 딱 들어온다돼지 특유의 비린내가 없어 거부감이 없다왠만큼 잘 말아놓은 설렁탕 이상이다이정도면 부산에서도 중급 이상에 속하지 않을까돼지국밥을 좋아하고 서울에선 돼지국밥을 접할 수 있는 곳이 드물어 더 호의적으로 평가하게 됐는지도 모른다일단 비주얼부터 터프하다투박해서 정교하거나 세련된 맛이 아니다하지만 잡내나 군더더기 없이 깔끔하다고기자체가 두껍고 크기도 크다 그리고 많다경상도 답다 경상도는 하면 하고 말면 만다어정쩡하지 않다허영만 화백의 타짜를 보면 고스톱 칠때 기리를 하는데 퉁을 하는 사람은 경상도 사람이라고한다그런 성향이 음식에도 반영되나 보다반찬 단촐하다김치 양파 풋고추 끝새우젖 부추정구지는 국밥에 넣어 먹는것경상도에서는 부추를 정구지라 부른다부부의 정이 구십세까지 지속된다는 뜻이란 얘기가 있다서울에서는 돈수백 부산아지매국밥과 같은 프랜차이즈 돼지국밥이 드물게 있지만 모두 획일화 되고 부산 특유의 맛이 거세되어있다이런 프랜차이즈 돼지국밥이 부산음식이라고 보기엔 무리가 있다 너무 현지화 시켰다내가 보기엔 이런 곳들은 그냥 프랜차이즈 설렁탕의 돼지고기 버전어떤 사람들은 이런맛을 깊은맛이 없다고 표현하기도 한다 예를들어 이문설농탕 문화옥의 담백한 국물을 밍밍하다고 한다이런 노포의 브랜드네임을 알려주지 않으면 이런 집들의 맛을 깊은맛이 없다고 말할 것 같다복잡한 인공감미료의 맛이 없기 때문이다,4
흠 라면 삶아놨던거 말아준맛 문어는 괞찮은데 게 반마리랑 딱새우 한마리 들어있는데 분명 재탕인것같고요 우리도 안먹었습니다 또 재탕나올까봐 가뉘로 잘라놨어요 여러분들도 음사람 생각해서 재탕못나오도록 꼭잘라놓으세요 뷰는 좋습니다 다만 생선때문인지 냄세는 좀 있네요 여기 리뷰적으면 아니스크림 줘서 평점이 좋았을 가능성있어요 저도 좋게주었다가 양심상 다시적습니다 혹시가시게되면 핫플레니스 방문용으로만가시고 기대는 접으시길 그리고 우리끼리 이러지 맙시다 평점좀 제대로 적읍시다 우리가 우리를 힘들게하지말자구요,0
직원들이 너무 불친절합니다 맛은 적당히 있는데 알바하시는 분들 덕에 기분상하고 나오네요,0
서판교 제일 처음 입주자로 이곳을 년넘게 다녔네요 그런데 어제 양구이는 완전 실망입니다곱창은 기름이 더덕 더덕 양은 양깃머리가 아니고 어디 소 힘줄을 준듯하고 맛도 별루 유명해지더니  가격도 맛도 별루가 되었네요 암튼 양구이는 별루야욧,0
전라도에서 여행왔는데 분명 예전 서울에서 먹엇던 베트남쌀국수는 맛있었는데 여기는 향신료  파데맛너무 쎄서 한국인 입맛에는 호불호 심할 것 같은데고기의 육수향이 덜해서 전체적인 맛이 떨어졌습니당야채나 고기 양이 넉넉치도 않아서 불만족옆에있는 갈색소스 뿌리니까 그나마 먹을만 하더라고요가성비여도 안먹을 것 같은 맛이에요  허무하게 배채운 느낌이 강했어요 비추천,0
베트남 현지에서 늘상 먹었을 때는 노점상이라  현지인 플레이스 향신료 맛이 더 많이 났는데 여기는 그래도 좀 마일드하게 향 뽑는 것 같애요 좀 아쉽지만 존맛입니다 맛대가리도 없는 곳에서 천원 주고 먹을바에는 천원 더내고 여기꺼 먹겠음  글고 어중간하게 사이즈 사이즈 나눠서 가격장난치는 곳보다 양 좋라 많이주는 여기가 훨나음  다른 곳 비교하면 여긴 기본이 곱빼기 양이예요  이태원이었으면 만 원이 뭐야  근데 바쁜 시간에 오면 테이블 너무 안치워져있음테이블 개나 안치운 상태로 버려져있어서 계속 기다렸는데 직원분이 안치우시더라구요 브레이크타임 없으니까 한가한때 가서 호로록 먹는게 최고임,4
소문난집 먹을거없다더니,0
오늘 엄청 맛있게 먹고 왔어요자극적이지 않고 좋았어요,4
종종 어메리칸차이니즈 생각날 때 들렸었는데 최근 갔더니 동네 중국집보다도 맛이 면도 별로고 다 그저그래요 가성비 너무 안좋고 음식 나오는 순서도 맘대로고  다신 안갈듯,0
녹두전 맛있음 추천고기덮밥 첫 절반 괜찮음 그 다음 절반은 느끼함김치 넘 짜고 달다칼국수는 노코멘트 하고싶다,0
소문듣고 온 집 가격대비 가성비가 너무 떨어짐,0
매운 쌀국수 꼭 매운맛 추가해서 매운 쌀국수로 드세요최고 조합은 맵쌀볶음밥캬,4
기분 더러운집 서빙하는 아줌마 주문하니 대답 안하고 지나서 주방들어감 나오길래 다시 주문하니 들었다고 짜증냄 먹기도 전에 밥맛 떨어짐,0
직원인지 사장인지 잘 모르겠지만 사람이 들어가도 장사의 기본인 인사도 없으시고 전체적으로 응대가 상당히 불친절합니다먼저 인사하면 되지않냐고 생각하시는분도 계시다면 제가 먼저 엄청 크게 인사했는데도 폰만 보셨어요,0
대치동에서 보기드문 돈까스와 우동 맛집,4
인생 최고의 돼지갈비집 달달하고 기름기 없고 잡채도 맛있구 제입맛에는 년째 너무 맛있습니다 좀 짜고 달다는 평가는 있지만 이가격에 양많이 배불리 먹기 최고입니다 발렛비 강제하는건 싫긴해여,4
세가지 모두 맛있으며 보통과 곱배기에 가격차이를 두지 않음으로서 인간미를 느낄 수 있는 공간이다 양과 맛 가격 모두 우수하며 특히 수제떡갈비는 또 생각나는 맛이다소중한 가족들과 한번 가보기를 추천한다,4
리뷰 조작여기 점 다다닥 박은 수십명들은 동선이 다 똑같냐 어째,0
별로예요,0
사장님 눈이 개달려있어요 엄청나게 세심하심,4
현금이라 영수증 인증할수없어 방문리뷰 인증 못하는게 한이네요위생에 충격 직원분들 친절성  여기 로컬 맛집 이라고 하시는데 옛날 기준이겠죠로컬  맛집은 다른 곳으로 바뀔수도 있어요 전 이미 바꿨네요,0
분당내 돈코츠 전문 라멘집 니고 코이 유타로 차슈멘연구소 등등 중에선 누가 뭐래도 니고가 가장 맛있다고 생각합니다 근데 붐빌시간때는 점원들의 친절함 같은건 기대 안하시는게 좋습니다  그리고 의외로 오꼬노미야키가 맛있어서 놀라웠던 집,4
이 가격에 맛이 너무 없다 겨우 먹을만한게 오히려 코스 가장 앞에 나오는 메뉴들가족 단위가 많으면 방음이 잘 되어야하는데 그것마저 하나도 안 된다,0
맛에 비해 평점이 너무 높은듯양꼬치 그냥저냥 무난한 수준이고 새우볶음밥 간 하나도 안되어 있고 맥주는 다 식은거 내어주고그나마 서비스 물만두랑 카레가루섞인듯한 쯔란이 괜찮았음,0
좋은 후기가 많아서 갸우뚱 하는 중입니다제일 맛있었던 것 고사리반찬,0
퇴근후 삼선짬뽕 소주 주문메뉴 나오기전 안주가 그래서 자장 장 서빙분께조금만 달라하니 주방에서 개투덜 담부터는 받지마이러네요 홀에서 손님이 다 듣는데주기 싫으면 정중히 거절하든지홀은 친절한데주방 교육 잘 시켜야 겠어요무식한 남자새끼 그리고 가격대비 음식 별로 원 임에도원정도 수준입구에 사진 이런거 연예인 사인 이런거 안붙여도 되니주방 무식쟁이 아가리 단속좀솔직히 그래요,0
훌륭한 매장 분위기와 절도 있는 친절 신선하고 기품 있는 음식들로 오랜만에 훌륭한 자리여서 흠뻑 취해버리고 말았다 모듬 숙성사시미는 너무 맛있어서  추가하지 않을 수 없었다  지금 이 순간 생각만 해도 입에 군침이 돌아 조만간 꼭 다시 한 번 가야겠다,4
당근버거 두번 먹었어요 당근맛이 안나서 맛있어요 완전추천쓰,4
손님이 와도 핸드폰만 쳐다보시더라고요추가주문 해도 듣는둥마는둥 서비스를 제공하는 업종이시면귀찮아도 일하기싫어도 돈 내고 온 손님한테 최소한 티는 내지 않는 게 맞다고 생각합니다사장님인지 카운터에 있던 분 때문에 기분 상해서 그냥 나가려했는데 주문한거 취소할수도 없고 그냥 먹었어요후회되네요,0
음 밑에 후기 중에 틀린 말은 하나도 없는 것 같습니다,0
직원분들이 주문을자꾸 까먹긴하시는데 그래도 맛있어요,4
간이 세지않아 좋았어요,4
진짜평점안남기는데여기는 직원들다짜르고 다시뽑던가 우리 좌 우 옆 앞 뒤 모든테이블에서 음식안나온다고항의를 다한번씩하네,0
엄청 맛있어요 다른 지점 가서 먹어도 맛 똑같아요,4
광고빨이네요 가성비 별로에요별점 조정 차원에서 줍니다,0
친절한데 맛 양 가격 최상 꿔바로우는 먹은것중에 최고그나마 단점 하나는 웨이팅이 쫌 긴데한번 불러서 대답안하면 바로 넘어가니까 쫌 뒷번호여도 기다려볼만함,4
시에 혼자 가니 화장실 바로 앞자리 줌나중에 사람들이 들락날락해서 앎화장실 바로 앞에 손님을 앉게 하고 밥을 먹게 하다니 최악임,0
게속 생각나는 맛 운 좋게 오래 대기 하지 않고 갔는데 분위기며 맛이며 너무 맛있어서 계속 생각나네요,4
배달 시켰는데 마감 분 전에 주문해서 그런지 퀄리티가 많이 떨어졌습니다 미리 준비해두신거 보내신 것 같습니다 생선이 오래된 것 같아요 광어가 쫀득한 식감 없이 곧 바스러질 것 같이 부들부들 했습니다 서비스로 주신 계란초밥도 갈색이 되어 왔어요 옛날에 맛있게 먹었던 기억이 있는데 많이 아쉽습니다,0
보롬왓 가는길에 어머니랑 점심으로 아무 생각 없이 왔다가 가격 맛 주차장 다 만족하고 갑니다,4
맛있어요 다시갈때 안잊어버릴려고 후기남겨요,4
해산물 신선하고 음식세팅도 이쁘게 나오고  친절했어요 술 안마신다고 차별하지도 않았어요,4
경치도좋고맛있게잘먹었습니다직원분들도모두친절해요,4
진짜 개별론데 위치 좋아서 사람 많음말도 안되는걸 치즈카츠라고 파는집,0
맛은 좋아요가게에 비해 직원은 많은데 물티슈 등 기본적인 제공도 안되어요주문은 매장 밖 키오스크에서 하라는데 직원들은 서로 얘기나누는것 외에 도와주시는게 없네요,0
시판용도 요즘 이만큼 안할텐데,0
아주머니가 친절하시고 맛있었습니다,4
위생관리가 너무 안되고 있어요 계단에 떨어진 냅킨은 한 시간째 방치되어있고 테이블에 케첩자국 창틀에 커피자국 창문에 내려앉은 먼지 버거의 패티는 너무 말라있었고 감튀는 꼬다리부분이 많았습니다,0
스시에 밥 떡짐국 너무 뜨거워서 입데일정도 스시순서 뒤죽박죽기대없이 갔으나 기대이하여서 더 실망한곳가성비로도 별로 추천 못하겠음,0
위생상태가 맘에 안드네요,0
매드다니는데 내려다보면 사람도 많고 리뷰도 좋아 가봤는데 맛없어서 실망중더운데 사람없다고 에어컨도 안틀어 땀흘리는 중,0
인테리어가 젤 맘에 들어요 국수양은 원치곤 이근방에서 젤 적은듯 싶어요 숙주 고수 다 싱싱해서 좋았구요 국물맛은 닭육수인가 싶을정도로 밍밍해요 글고 국물이 담다 만것처럼 있어서 더 달라고 두번을 말했으나 갖다준다고 하고 안갖다줌 다른 테이블 치우면서 셋팅하면서 먹고 있는 손님의 서비스를 귓등으로 듣고 흘리는 이곳 알바생들은 기본 두번은 불러야 고개들어 쳐다봅니다 그럼 필요한걸 외쳐야되요 그정도 홀에 알바가 명정도면 충분히 돌아갈거 같은데 너무 정신없고 일머리가 없으신분들 같구요 보수적일지 모르지만 팔에 문신하고 무표정으로 말하면 솔직히 무섭구요 새로 생겨서 가봤지만 다신 가고싶지 않아요,0
이 가격에 이 맛이면 음식을 무료로 제공하면 재방문 고민할 듯,0
마라샹궈가 너무 달았어요,0
네이버 후기에는 싱거운 감이 살짝있다는 평이있지만 그냥먹어도 적당한 간에 잘게찢어진 고기와 양념이 정말 맛있었습니다,4
냉면 맛 없고 비쌈 양만 많음 직원들도 대체적으로 불친절함,0
웨이팅 기본 한시간이네요한시간기다려서 먹을맛은그냥 평범한 일식우동,4
생각보다 평범하고 좁음닭내장과 똥집은 호기심에 먹아볼만함,4
맛있어용,4
기름덩어리,0
딱 생각하는 그 옛날에 먹던 경양식돈까스맛다른데서 먹어두 이런맛 찾기 힘든데 진짜 최고가끔 생각 날 때마다 가요,4
한국어영어를 못알아 듣는척하고 대꾸없이 밥만먹고 나오면 그런대로 괜찮음,0
남자직원분들은 친절하거 여자직원분은 불친절 맛은 좋지만 안에서 스시만드는분들은 마스크좀 쓰시면 좋겠다는 생각이 들었어요,4
첫 번째 음식이 나오자마자 한눈에 알아볼 수 있었다 아니나 다를까 레시피를 공장에 주고 만들어서 가져온단다 거짓말이란 생각이 들었다 자신만의 레시피에서 어찌 이렇게까지 익숙하고 비슷비슷한 맛과 색깔의 만두소가 들어간 있는대로 제품스런 만두가 나올 수 있단 말인가 심지어 이 가게에서 하루에 군만두를 몇 접시나 판다고 그 물량을 대기 위해 레시피대로 만들어 공급하는 착한 만두공장 사장이 존재하는지도 의심스럽다 정말로 그렇게 가져왔다 한들 냉동만두일 테고 한 번에 받았던 만두중에 마지막 주문에 팔려나간 만두는 냉동고에서 하세월을 보내게 된다는 의미이니 진실로 들리지 않는 것이다군만두와 동시에 내온 크리스피새우창펀은 그냥   이다 메뉴에는 라고 써있지만 그냥 두 개의 창펀을 각각  조각씩 잘랐을 뿐이다 개로 잘라주지 않은게 다행이다 게다가 창펀의 두께가 너무 두터웠다 그러니 탱글하면서도 부들부들한 식감을 구현하지 못했다북경오리는 카빙 전에 보여준 것과 카빙해 나온 것이 다르단 느낌을 받았다 보여주고 주방에 갖고가서 카빙을 시작했다면 번개불에 콩 볶듯 눈깜짝할 새에 접시에 담겨 나오기는 힘들지 싶다 바쁜 점심시간이고 어차피 비슷비슷한 크기의 오리인데 어떠랴 싶어 그랬을지 모르지만 먹는 사람 입장은 그게 아니올시다이다그리고 추가요금까지 받는 오리볶음은 음식의 간부터 맞췄으면 좋겠다 짜다 많이 매수의 의혹을 짙게 풍기거나 나만 당할 수 없다는 후기들로 넘쳐난단 밖에 이왕에 만두로 얘기를 시작했으니 만두로 끝맺자 이 집 만두에는 사실 별 하나도 아까운 생각이 든다 맨 뒤에 붙은 두 장의 사진 속 만두는 물론 이 집에서 파는 만두가 아니다 어린 아이들도 걸어서 갈 수 있는 가까운 곳에서 판다 이 만두를 먹어보면 별 하나 하나가 갖는 의미가 뭔지 알 수 있을까 싶다,0
아이랑 왔는데 직원분들 넘 친절해서 좋았어요아이 의자도 챙겨주시구  감사했습니다음식맛도 넘 맛있었어요,4
흠 용산서먹었던 것보다 맛이 떨어졌던 느낌 내 느낌에는 온도감이 너무 낮음,0
제주에서의 첫 식사였음 칼칼하고 낙지는 부드럽고 너무 맛있는데 저렴하기까지하고 너무나 행복했음하지만 보통맛도 신라면보다 약간 매워서 맛있으니 끝까지 다 먹긴 했으나 다음날 화장실 난리남실내가 좁다보니 좌석이 조금 붙어있긴함 실외에도 자리는 있음다음에는 보통보다 덜맵게 해달라고 할거임,4
하얀집보다 더 맛있어요육전 배추김치 깍두기도 모두 존맛,4
신선한 야채와 정갈한 한정식 입니다 맛있게 먹었습니다 다만 구성이 조금 약한것 같습니다 그래도 요즘 물가를 보면 상당한 수준으로 음식을 만든것 같습니다 하늘선 음식을 먹었는데 다른 메뉴도 궁금하네요,4
친절하고 맛있습니다,4
년전엔 맛있었어요 직접 면도 뽑고 근데 지금은 맛이 변했어요 밍밍해지고 면도 그냥 그래요,0
별로고 비싸요,0
굳이 찾아가서 먹을맛은 아니던데,0
원이 전혀 아깝지 않은 이름값을 하는 감동 초밥 구성도 네타도 동급 최강,4
사장님도 너무 친절하시고 맛있어요 내일은 정식 먹을거에요,4
사람 아무도 없는데 일행 한명이 안 왔다고 가게 입구에 어정쩡하게 세워두더니 정말 불친절하네요 음악소리가 너무 커서 줄여달라고 했더니 뭐라고 대답은 하시는데 정확히 뭐라고 하시는지 대답도 좀 횡설수설 하셔서 잘 모르겠고 와중에 영업 정책상 소리는 줄여드릴 수 없다는 게 대체 무슨 말인가요 뭐 스피커나 시스템상 그런거면 이해하겠는데 조금만 대화해보려고 하면 바로 볼륨 키우시고 근데 볼륨 조절하시다가 실수하셨는지 어느 순간 확 소리가 작아지더라고요 그런 거 보면 볼륨조절이 불가능한 건 아닌데 말이에요 코시국이니 대화 자제해달라는 건 이해하는데요 바로 옆에 앉은 사람 말도 못 알아들을 정도로 볼륨 키워놓으면 당연히 크게 말해야 되잖아요 그럼 또 음악을 쩌렁쩌렁하게 트시고 정말 이게 방역에 도움이 되나요 저희 테이블이랑 서빙 보시는 분 주방 한 분 이렇게밖에 없어서 시끄러워서 대화가 힘들었던 거도 아니고요 다시는 안 갈 거 같아요 음악 문제도 문제지만 전반적으로 정말 불친절해요 이렇게 눈치 보면서 먹을 맛은 아니네요 솔직히 맛은 있어요 있는데 다른 데서 못 찾아 먹을 맛 아닙니다,0
반찬이 너무 부실하고 맛도 그저그래서 먹다 나옴성게미역국 원 개 시켰는데 집에와서 보니 원이 결제 되어있음전화해서 차액 환불 받긴했지만 확인 안했으면 천원 삥 뜯길 뻔이돈이면 다른데가서 더 맛있게 먹을 수 있을듯,0
맛있구 사장님 넘 친절 평생 단골,4
년 월 마지막 날 방문진실로 음식에 대해서만 말하면 맛이 없다고기와 국물 따로 놀고 고기에 간이 안베어 있음 물론 살코기가 두꺼운 부분은 그렇다해도 야들야들한 부분조차도 간이 없음 그러니깐 고기 덩어리만 따로 삶았거나 화학처리로 부드럽게 만들고 나서 국물이랑 따로 내는듯함 고기가 야들한 부분 퍽퍽한 부분 다 맛이 없음 단백질 보충제는 그래도 맛이라도 있지국물도 매우매우 맛이 없음 칼칼하지도 않고 맵찔이인 나한테도 맵지도 않고 구수하지도 않고 무엇하나 특징이 없음 그냥 뭔가 약간 맹물느낌 그렇다고 맹물은 아님 뭔가가 있어서 먹을만함우거지는 맛있음배추김치랑 깍두기도 맛이 괜찮음다시는 안갈것 같음 뼈해장국 뼈해장국 뼈해장국 뼈해장국 뼈해장국 뼈해장국 뼈해장국 보통 리뷰가 안좋아도 혹시나해서 가보는 스타일임 혹시나가 역시나임 간혹 리뷰보면 점 짜리가 있는데 다들 리뷰가 개거나 점만 주는 계정임,0
가게 내부 인테리어 매우 깔끔하다 음식도 맛있다 쌀국수랑 나시고랭 먹었는데 둘 다 만족스러웠다 여자 알바생이 직업정신이 매우 투철하고  친절해서 좋았다,4
길을 걷다가 쌀국수 냄새에 이끌려 방문했어요맛있는데 가격이 좀 있네요,4
메인은 생선보다는 스테이크를 추천 그러나 메인보다는 코스 중 파스타가 나음 손님말을 자르고 본인말만 하는 직원있는 레스토랑은 처음임,0
자리에 앉지도 않았는데 주문부터 하라 하고 이용시간 시간이라는 공지를 하길래 그냥 나왔습니다,0
웨이팅에 이름 써놓아도 보지않는곳 나중에 온 손님 먼저 들여보내요 밥집인데 밥이 진짜 별로입니다 식어서 다 굳어버린밥이에요 밥집은 밥만 맛있어도 반찬 다 맛있는데 너무 아쉽고 홀직원분이 한분이라 너무 바빠보여요 오래 기다렸는데 아쉬움만 준 집입니다그리고 자꾸 옆음식점에서 나와 담배피는데 냄새나요,0
맛은 있는데 마라탕에 머리카락나옴 여자알바생 불친절함,0
우동 진짜 맛있어요  간만에 먹는 추억의 맛이에요 돈까스도 양이 많은데 우동이 찐입니다,4
맛없고 드럽게 비쌈 비싸도 맛만 좋으면 집앞이라 가겠는데 가격에 못 미침,0
개존맛엄청 야들야들함,4
예전만 못하네요 맛도 분위기도,0
가격대에 비해 맛도 플레이팅도 평범,0
칵테일 마시고 표정관리가 힘들었어요 친구도 마셔보더니 놀라더라구요 다양한 칵테일이 있고 사람마다 호불호가 갈릴 수 있다는 건 알지만 난생 처음 먹어보는 충격적인 맛이어서 즐거웠던 경험은 아니었습니다분위기는 좋았어요,0
알바생한테 주문한다고 말 걸었더니 쏘아보듯 쳐다보던데 알바부터 새로 뽑으시는 게 급선무입니다,0
원래 보말 칼국수가 좀 비린건가요 거의 다 남겼네요 만두만 먹고,0
기억안나,0
나쁘지 않은 맛이지만 대체 왜 유명한 건지 알 수 없는 곳,0
리뷰가 너무 과대평가 되어있는것 같아요 야채도 너무 시들었고 컵에는 먼지가 엄청 많아서 한번 헹궈야했고요 쌀국수랑 반쎄오도 솔직히 지금까지 먹어본 곳 중에서 최하였어요 함께 간 일행분도 까다로운 편이 아니었는데 다신 안 갈거라고 하셨고요,0
음식맛은 별개인데단발머리에 카운터 보시는 아주머님의 친절도가 심각하네요  이분이 사장님이시라면 정말 심각하네요맛있는 음식만큼 직원의 친절도 관리가 필요합니다,0
가끔 타코야키 먹고 싶을때 이용하기 좋아요가성비 좋아요,4
맛있어여 챠슈는 좀 퍽퍽해서 다 못먹었는데 국물이랑 면 야채 다 넘 맛있었어요 야채 많이 넣어야 더 맛있어요,4
가성비 맛집 이 맛에 이 가격이라니 진짜 최고다,4
